Title,Ethnic Group,Place,Date,Subjects,Photographer's categories,Photographer's notes,Description,Photographer,Scan number,Institution,Department,Collection,Database information,Rights,Format,Date created,Date modified,Reference URL
"Dominican Wedding, New York, NY, 1989",Dominican,"New York, NY",1989,Dancing | Wedding party | Children | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Bridal attendants | Children | Dancing,"Dominicans, emigrating to New York City from the Caribbean since the early 1960's, are now one of the largest Hispanic groups in the U.S. Most are Roman Catholic. During the nuptial rite the bridegroom gives his bride la monneta, or coins of love. Distinctive music is played at their receptions which, like those of other Hispanics, begin with formal pageantry, treating the bride and groom as royalty and the wedding party as a Court of Honor. I photographed two weddings and note that at one reception, each usher on entering, kisses the gloved hand of a bridesmaid.--Katrina Thomas","La pequena novia, ""the little bride,"" popular in many Hispanic cultures, is the bride's niece and at the age of three is a member of the bridal party.  She is dressed exactly like the bride with a train that other children hold when she dances.","Thomas, Katrina",21.04.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/28/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/539
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Food ceremony--Salt and bread | Ritual food and drink | Honoring wedding couple | Wedding costume | Marriage customs and rites | Marriage rituals,Post-nuptial | Welcome | Bread and salt | Bridal attendants | Traditional apparel,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","Two friends, wearing traditional dress of Slavonia, a region in northern Croatia, and holding bread and salt, are prepared for a widespread Slavic rite.  Parents offer bread and salt to newlyweds to insure that they lack for nothing in their married life. On platters draped with colorfully embroidered towels, the young man carries a round loaf of bread and the young woman a bowl of salt.","Thomas, Katrina",20.03.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/540
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Wedding music | Wedding songs | Wedding preparations | Bride | Marriage customs and rites | Marriage rituals,Prenuptial rite | Music and song | Bride,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","The bride can play all five tamburitza instruments, which make a distinctive tinkley sound.  On the morning of her wedding, while others provide the music, Dette joins them to sing.","Thomas, Katrina",20.02.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/541
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Wedding music | Wedding songs | Wedding preparations | Bride | Marriage customs and rites | Marriage rituals,Prenuptial rite | Music and song | Bride,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","After her morning run, before dressing for her wedding, Bernadette sings along with a tambura group that includes a singer, entertaining relatives and close friends.  Formerly they helped the bride prepare; now they come for breakfast and stay for lunch.","Thomas, Katrina",20.01.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/543
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Dancing | Wedding party | Wedding couple | Wedding songs | Wedding music | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Newlyweds | Dancing | Folk dance,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","The kolo, the principal folk dance of Balkan cultures, at one time considered stately, during which dancers sang songs, verse after verse, is today speeded up to a modern tempo, the dances becoming more energetic as they progress.","Thomas, Katrina",20.09.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/544
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Food ceremony--Salt and bread | Ritual food and drink | Honoring wedding couple | Marriage customs and rites | Marriage rituals,Post-nuptial | Welcome | Bread and salt | Bridal attendants | Traditional apparel,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","After the the nuptial rite, the custom of offering bread and salt to the newlyweds is amended here by having every wedding guest, upon emerging from the church, dip a piece of bread into the bowl of salt and eat it on the lawn.","Thomas, Katrina",20.04.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/545
"Croatian Wedding, New York, NY, 1991",Croatian,"New York, NY",1991,Procession | Wedding party | Wedding couple | Children | Wedding songs | Wedding music | Ritual food and drink | Marriage customs and rites | Marriage rituals,"Post-nuptial rite | Location | Procession, Newlyweds | Bridal attendants | Emblem | Music and song | Good luck","Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","A sight which stops automobile traffic in a city street, Margie and Jerko on the sidewalk, lead the wedding party in a procession from the church the nuptials to a reception in the church hall.  They follow the red, white and blue Croatian flag, everyone singing a national song, â€œMaraiani.â€  A little girl carries a basket in which there is an apple that Margie will throw over the church fence for good luck.","Thomas, Katrina",20.10.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/546
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Capping ceremony | Bride | Feast | Reception | Wedding costume | Marriage customs and rites | Marriage rituals,Feast and reception | Maiden to matron | Bride | Mother | Traditional apparel,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","Bernadette's last dance partner is her mother, who removes the bridal veil and replaces it with the traditional kerchief of a wife.","Thomas, Katrina",20.08.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/547
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Wedding party | Bridesmaids | Groomsmen | Wedding costume | Marriage customs and rites | Marriage rituals,Post-nuptial | Documentaton | Bridal attendants | Best man | Traditional apparel | Good luck,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","The bridal party lines up for a wedding picture. The best man, or ""kum,"" wears an embroidered ""peskir"" over his right shoulder, knotted at the waist on his left side.  All attendants wear sprigs of rosemary, a good luck symbol tied with blue, red, and white ribbons.  ","Thomas, Katrina",20.05.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/548
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Dancing--Money Dance | Bridesmaids | Wedding party | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Dancing - money dance | Matron of  honor | Sibling,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","Dette's sister, her matron of honor, is teary during the money dance, while she collects in her apron the dollar bills contributed by each guest, who dances with the bride.","Thomas, Katrina",20.07.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/549
"Croatian Wedding, Cokeburg, PA, 1984",Croatian,"Cokeburg, PA",1984,Dancing--Money Dance | Feast | Reception | Ritual food and drink | Bride | Honoring wedding couple | Marriage customs and rites | Marriage rituals,Feast and reception | Dancing - departure dance | Money dance | Cake,"Croats are Slavs, who emigrated from the nation state of Croatia, once part of the former Yugoslavia. They are predominately Catholic. Their folk music is played by plucking a tambura, a Balkan string instrument made in five different sizes. I photographed two marriages, one in NYC and the other in Pennsylvania farm country. The country wedding keeps many traditions because the bride is descended from immigrant families, who came to mine coal when it was a company town, known as Shaft Four. The village population of 890 swells to 1200 to celebrate the nuptials of the mayor™s daughter, who is an accomplished folk dancer and musician. Seven tambura groups play constantly from morning until after midnight, several starting before breakfast, one leading the procession to church, another accompanying Schubert™s Ave Maria during the nuptial rite, various providing music for dancing, and finally after the newlyweds depart tamburas continue to set the beat for rock ˜n™ roll.--Katrina Thomas","Ending Bernadette's reception is a money dance, when every man, woman and child pays a dollar to dance with the bride.  After a few turns, men receive a shot of whiskey, a cigar, and wedding cake.  Women and children usually accept only cake.","Thomas, Katrina",20.06.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,5/29/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/550
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Wedding party | Wedding couple | Children | Bridesmaids | Groomsmen | Marriage customs and rites | Marriage rituals,Post-nuptial | Location | Documentation | Children | Bridal attendants | Kissing,"The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas",Anna and Jimmy's wedding party is posed by their hired photographer on the steps of the Presbyterian church in which they were married.  He has instructed them to kiss.  The newlyweds comply shyly. Showing affection in public is frowned on in many Asian cultures.,"Thomas, Katrina",19.01.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/552
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Honoring family | Ritual food and drink | Bridesmaids | Marriage customs and rites | Marriage rituals,"Post-nuptial | Newlyweds | Traditional attire | Honoring | Grandparents | Parents | Kneeling | Bridal jewelry, Gifts","The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas","When performing the ceremony of obligation for grandparents, Anna receives two bracelets in return and Jimmy a pendant hung around his neck.  Both are given lucky money in red envelopes.  The tea ceremony is repeated for Jimmy's parents, who present the bride with more jewelry.","Thomas, Katrina",19.03.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/553
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Food ceremony--Promoting intimacy | Ritual food and drink | Wedding couple | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Newlyweds | Games | Promoting intimacy,"The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas","During the banquet, even though Jimmy and Anna were not matched but fell in love, their wedding guests are entertained by games for promoting intimacy.  The master of ceremonies dangles a piece of chicken for the couple to take a first bite. The chicken pieces are head and tail, its significance being the beginning and the end.","Thomas, Katrina",19.05.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/554
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Honoring family | Ritual food and drink | Wedding couple | Marriage customs and rites | Marriage rituals,Post-nuptial | Newlyweds | Traditional attire | Honoring | Grandparents | Ancestral spirits | Kneeling,"The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas","Returning to the bridegroom's house, Anna changes into a red ""cheong sam"" for ceremonies of religious obligation which pre-date Christianity.  Honoring gods, ancestors and elders of the family, the couple bow to heaven and to earth three times, three times to the ancestors and three times to Jimmy's grandparents.  Now they serve his grandparents tea with a lotus nut in the cup.","Thomas, Katrina",19.02.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/555
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Food ceremony--Promoting intimacy | Ritual food and drink | Wedding couple | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Games | Newlyweds | Promoting intimacy,"The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas",A friend enlivens the game for promoting intimacy by dangling a string of nine cherries for Anna and Jimmy to bite into.,"Thomas, Katrina",19.06.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/556
"Chinese Wedding, New York, NY, 1984",Chinese,"New York, NY",1984,Food ceremony--Promoting intimacy | Ritual food and drink | Wedding couple | Feast | Reception | Marriage customs and rites | Marriage rituals,Feast and reception | Newlyweds | Games | Promoting intimacy,"The precepts of a Chinese wedding, laid down in feudal times before the Christian era, stipulate a go-between, who seeks genealogical and horoscope data for matching the couple and for fixing the date for the bride's transfer to the groom™s household. Upon her arrival in the conjugal home, the bride pays ceremonial respect to the bridegroom™s family and ancestors before the marriage may be consummated. In the U.S. many customs have been abandoned for marriages of couples who fall in love. I photograph Chinese wedding customs three times: one in Chinatown, NYC where the bride™s family is mostly absent because her father is dying; another, a mixed marriage in Massachusetts; and the last one in two locations, California and New York City because the couple fell in love while attending architectural school in NYC. Her family lives there; his family lives in St. Louis, MO. They fly to California for their banquet celebration so that her 84 year-old grandmother can be present.--Katrina Thomas","Anna and Jimmy find that taking a bite out of a cherry dangling on a string is impossible without pressing their lips together.  Having chosen each other, they are delighted to do so.","Thomas, Katrina",19.07.tif,Bryn Mawr College,Bryn Mawr College Special Collections,Katrina Thomas Ethnic Wedding Photographs,"This image is part of a larger digital database of ethnic wedding photographs taken by Katrina Thomas (Bryn Mawr Class of 1949), documenting more than 70 ethnic and religious groups in the United States. For more information about the database, visit http://triptych.brynmawr.edu/cdm4/wedding.php.","For information on reproducing the images in this collection, please contact SpecColl@brynmawr.edu.",Black-and-white photograph,6/2/2008,10/18/2013,http://tricontentdm.brynmawr.edu:80/cdm/ref/collection/BMC_Weddings/id/557
